"","Date_réception_DPE","N°DPE","Code_postal_(BAN)","Etiquette_DPE","_score"
"1","2023-07-19","2369E2430265M","69001","E",30.190437
"2","2023-08-03","2369E2624199M","69001","D",30.190437
"3","2023-08-10","2369E2704148L","69001","E",30.190437
"4","2023-08-03","2369E2630649O","69001","C",30.190437
"5","2023-07-19","2369E2427339Y","69001","C",30.190437
"6","2023-07-24","2369E2493881G","69001","D",30.190437
"7","2023-07-10","2369E2328701E","69001","D",30.190437
"8","2023-07-06","2369E2284045Q","69001","E",30.190437
"9","2023-07-24","2369E2480688V","69001","F",30.190437
"10","2023-07-18","2369E2415570H","69001","E",30.190437
"11","2023-07-17","2369E2398719E","69001","F",30.190437
"12","2023-07-04","2369E2251314T","69001","F",30.190437
"13","2023-08-07","2369E2663601Y","69001","E",30.190437
"14","2023-07-16","2369E2387932H","69001","C",30.190437
"15","2023-07-01","2369E2220713U","69001","F",30.190437
"16","2023-08-01","2369E2602550V","69001","G",30.190437
"17","2023-07-02","2369E2222583S","69001","D",30.190437
"18","2023-07-17","2369E2402640Z","69001","D",30.190437
"19","2023-08-02","2369E2606618H","69001","C",30.190437
"20","2023-07-21","2369E2455770L","69001","G",30.190437
"21","2023-08-17","2369E2749049K","69001","D",30.190437
"22","2023-08-05","2369E2651056L","69001","F",30.190437
"23","2023-08-28","2369E2843579E","69001","G",30.190437
"24","2023-07-05","2369E2263077E","69001","C",30.190437
"25","2023-07-16","2369E2387870X","69001","C",30.190437
"26","2023-07-05","2369E2270135Q","69001","E",30.190437
"27","2023-07-13","2369E2379188Z","69001","E",30.190437
"28","2023-07-17","2369E2402959G","69001","D",30.190437
"29","2023-08-01","2369E2603990F","69001","D",30.190437
"30","2023-07-12","2369E2365706L","69001","E",30.190437
"31","2023-08-04","2369E2642594Z","69001","D",30.190437
"32","2023-08-03","2369E2621814T","69001","E",30.190437
"33","2023-07-27","2369E2536384Z","69001","D",30.190437
"34","2023-08-23","2369E2799215W","69001","D",30.190437
"35","2023-08-09","2369E2691703U","69001","D",30.190437
"36","2023-08-09","2369E2690114R","69001","E",30.190437
"37","2023-07-03","2369E2227363O","69001","E",30.190437
"38","2023-08-02","2369E2618595Y","69001","G",30.190437
"39","2023-08-23","2369E2799452Z","69001","E",30.190437
"40","2023-07-09","2369E2313910H","69001","F",30.190437
"41","2023-07-21","2369E2465172B","69001","D",30.190437
"42","2023-07-25","2369E2513129O","69001","E",30.190437
"43","2023-07-19","2369E2428337I","69001","E",30.190437
"44","2023-07-26","2369E2526474V","69001","C",30.190437
"45","2023-08-18","2369E2752244H","69001","F",30.190437
"46","2023-08-03","2369E2633099U","69001","G",30.190437
"47","2023-08-03","2369E2622125S","69001","D",30.190437
"48","2023-08-17","2369E2743020N","69001","D",30.190437
"49","2023-07-04","2369E2244542H","69001","D",30.190437
"50","2023-08-25","2369E2826843M","69001","F",30.190437
"51","2023-07-21","2369E2459986P","69001","C",30.190437
"52","2023-07-25","2369E2503258X","69001","E",30.190437
"53","2023-08-08","2369E2673420P","69001","E",30.190437
"54","2023-08-24","2369E2808702T","69001","G",30.190437
"55","2023-08-04","2369E2645093C","69001","D",30.190437
"56","2023-08-28","2369E2844680N","69001","D",30.190437
"57","2023-07-16","2369E2387848B","69001","C",30.190437
"58","2023-07-18","2369E2407499W","69001","D",30.190437
"59","2023-08-28","2369E2843605E","69001","G",30.190437
"60","2023-07-10","2369E2331837U","69001","D",30.190437
"61","2023-07-25","2369E2510269O","69001","E",30.190437
"62","2023-07-16","2369E2388016N","69001","C",30.190437
"63","2023-08-28","2369E2843536N","69001","E",30.190437
"64","2023-08-07","2369E2657782D","69001","D",30.190437
"65","2023-07-28","2369E2561729U","69001","C",30.190437
"66","2023-07-25","2369E2509590L","69001","F",30.190437
"67","2023-07-31","2369E2584965M","69001","C",30.190437
"68","2023-08-24","2369E2814082R","69001","G",30.190437
"69","2023-07-04","2369E2252267K","69001","E",30.190437
"70","2023-08-07","2369E2662653M","69001","C",30.190437
"71","2023-08-28","2369E2843597W","69001","E",30.190437
"72","2023-08-28","2369E2843592R","69001","F",30.190437
"73","2023-08-28","2369E2845149O","69001","E",30.190437
"74","2023-07-19","2369E2435022L","69001","F",30.190437
"75","2023-07-07","2369E2297886Z","69001","C",30.190437
"76","2023-07-04","2369E2255433E","69001","D",30.190437
"77","2023-08-07","2369E2666154D","69001","F",30.190437
"78","2023-07-16","2369E2388059E","69001","D",30.190437
"79","2023-08-01","2369E2603480P","69001","E",30.190437
"80","2023-08-01","2369E2603664R","69001","D",30.190437
"81","2023-07-24","2369E2487493O","69001","D",30.190437
"82","2023-07-20","2369E2443135M","69001","F",30.190437
"83","2023-07-25","2369E2506901A","69001","E",30.190437
"84","2023-07-11","2369E2348475S","69001","D",30.190437
"85","2023-07-18","2369E2418380J","69001","G",30.190437
"86","2023-08-02","2369E2609266D","69001","C",30.190437
"87","2023-08-02","2369E2614162L","69001","E",30.190437
"88","2023-07-04","2369E2253730R","69001","E",30.190437
"89","2023-08-22","2369E2780384P","69001","D",30.190437
"90","2023-07-03","2369E2230585M","69001","E",30.190437
"91","2023-07-11","2369E2345049Y","69001","C",30.190437
"92","2023-07-04","2369E2244139U","69001","D",30.190437
"93","2023-07-12","2369E2350526P","69001","E",30.190437
"94","2023-08-23","2369E2793401G","69001","E",30.190437
"95","2023-07-19","2369E2425107C","69001","E",30.190437
"96","2023-07-26","2369E2520351I","69001","D",30.190437
"97","2023-08-07","2369E2657732F","69001","E",30.190437
"98","2023-07-30","2369E2573162N","69001","C",30.190437
"99","2023-07-07","2369E2293475I","69001","G",30.190437
"100","2023-07-11","2369E2336639M","69001","D",30.190437
"101","2023-07-12","2369E2363053K","69001","G",30.190437
"102","2023-08-28","2369E2842958H","69001","G",30.190437
"103","2023-08-29","2369E2849597Q","69001","G",30.190437
"104","2023-07-19","2369E2421639S","69001","F",30.190437
"105","2023-08-12","2369E2720432T","69001","D",30.190437
"106","2023-07-28","2369E2555224P","69001","C",30.190437
"107","2023-08-28","2369E2843553E","69001","E",30.190437
"108","2023-07-03","2369E2239845Q","69001","D",30.190437
"109","2023-07-10","2369E2327539M","69001","D",30.190437
"110","2023-07-01","2369E2219639M","69001","D",30.190437
"111","2023-07-18","2369E2406968L","69001","E",30.190437
"112","2023-08-28","2369E2843560L","69001","F",30.190437
"113","2023-07-13","2369E2374532X","69001","G",30.190437
"114","2023-08-07","2369E2665961S","69001","F",30.190437
"115","2023-07-24","2369E2487762X","69001","C",30.190437
"116","2023-08-01","2369E2602180P","69001","D",30.190437
"117","2023-07-04","2369E2255710V","69001","D",30.190437
"118","2023-08-23","2369E2792254D","69001","D",30.190437
"119","2023-08-04","2369E2648824P","69001","D",30.190437
"120","2023-08-04","2369E2637718L","69001","C",30.190437
"121","2023-07-17","2369E2398891U","69001","D",30.190437
"122","2023-08-25","2369E2818793W","69001","D",30.190437
"123","2023-07-26","2369E2529045S","69001","D",30.190437
"124","2023-08-07","2369E2658427Y","69001","D",30.190437
"125","2023-07-18","2369E2412295I","69001","C",30.190437
"126","2023-07-26","2369E2531177S","69001","E",30.190437
"127","2023-08-23","2369E2790964N","69001","D",30.190437
"128","2023-08-25","2369E2817750T","69001","E",30.190437
"129","2023-08-03","2369E2622091K","69001","D",30.190437
"130","2023-08-30","2369E2866553U","69001","D",30.190437
"131","2023-08-02","2369E2609244H","69001","D",30.190437
"132","2023-08-17","2369E2749872B","69001","G",30.190437
"133","2023-07-19","2369E2431970B","69001","D",30.190437
"134","2023-08-25","2369E2815618T","69001","D",30.190437
"135","2023-08-02","2369E2616075A","69001","C",30.190437
"136","2023-07-24","2369E2491359G","69001","E",30.190437
"137","2023-08-21","2369E2774059I","69001","D",30.190437
"138","2023-08-24","2369E2810780R","69001","D",30.190437
"139","2023-07-09","2369E2312781W","69001","D",30.190437
"140","2023-08-18","2369E2757572F","69001","D",30.190437
"141","2023-07-27","2369E2541368R","69001","F",30.190437
"142","2023-08-03","2369E2627923S","69001","C",30.190437
"143","2023-08-04","2369E2648831W","69001","D",30.190437
"144","2023-07-03","2369E2228479M","69001","C",30.190437
"145","2023-08-03","2369E2627958B","69001","D",30.190437
"146","2023-07-07","2369E2295700X","69001","D",30.190437
"147","2023-08-03","2369E2628003U","69001","E",30.190437
"148","2023-08-04","2369E2640946P","69001","D",30.190437
"149","2023-08-21","2369E2768573I","69001","C",30.190437
"150","2023-08-02","2369E2615971A","69001","D",30.190437
"151","2023-08-29","2369E2850798V","69001","E",30.190437
"152","2023-07-26","2369E2530737U","69001","E",30.190437
"153","2023-08-03","2369E2622101U","69001","E",30.190437
"154","2023-07-12","2369E2355505C","69001","D",30.190437
"155","2023-07-20","2369E2450794B","69001","F",30.190437
"156","2023-07-11","2369E2335185O","69001","D",30.190437
"157","2023-08-02","2369E2616054F","69001","D",30.190437
"158","2023-07-12","2369E2361894V","69001","D",30.190437
"159","2023-07-20","2369E2453455K","69001","C",30.190437
"160","2023-08-03","2369E2622425G","69001","E",30.190437
"161","2023-07-25","2369E2501268J","69001","F",30.190437
"162","2023-07-22","2369E2471952V","69001","D",30.190437
"163","2023-08-29","2369E2850060L","69001","D",30.190437
"164","2023-07-06","2369E2290658Z","69001","D",30.190437
"165","2023-07-12","2369E2364800P","69001","C",30.190437
"166","2023-08-24","2369E2801902F","69001","E",30.190437
"167","2023-07-26","2369E2516384T","69001","D",30.190437
"168","2023-08-25","2369E2815570X","69001","E",30.190437
"169","2023-07-05","2369E2272479U","69001","D",30.190437
"170","2023-08-02","2369E2609257U","69001","D",30.190437
"171","2023-07-25","2369E2502864T","69001","F",30.190437
"172","2023-07-11","2369E2332949O","69001","E",30.190437
"173","2023-08-21","2369E2770160J","69001","E",30.190437
"174","2023-08-18","2369E2755636T","69001","C",30.190437
"175","2023-08-25","2369E2815588P","69001","D",30.190437
"176","2023-07-02","2369E2223475A","69001","D",30.190437
"177","2023-07-04","2369E2247525A","69001","E",30.190437
"178","2023-08-19","2369E2762042D","69001","E",30.190437
"179","2023-08-29","2369E2863001E","69001","D",30.190437
"180","2023-08-07","2369E2667725O","69001","D",30.190437
"181","2023-07-13","2369E2368668J","69001","E",30.190437
"182","2023-07-02","2369E2223474Z","69001","D",30.190437
"183","2023-08-08","2369E2670033I","69001","D",30.190437
"184","2023-08-28","2369E2839246N","69001","D",30.190437
"185","2023-08-02","2369E2618456P","69001","E",30.190437
"186","2023-08-25","2369E2815649Y","69001","D",30.190437
"187","2023-07-06","2369E2285082N","69001","D",30.190437
"188","2023-07-10","2369E2316242Z","69001","D",30.190437
"189","2023-07-27","2369E2534628L","69001","E",30.190437
"190","2023-08-02","2369E2615948D","69001","C",30.190437
"191","2023-08-03","2369E2622112F","69001","D",30.190437
"192","2023-07-05","2389E2258888V","69001","E",30.190437
"193","2023-07-30","2369E2572486N","69001","E",30.190437
"194","2023-08-02","2369E2616010N","69001","C",30.190437
"195","2023-07-05","2369E2269678B","69001","F",30.190437
"196","2023-07-31","2369E2587761A","69001","C",30.190437
"197","2023-07-18","2369E2413040Z","69001","C",30.190437
"198","2023-07-31","2369E2580668F","69001","E",30.190437
"199","2023-07-17","2369E2402957E","69001","E",30.190437
"200","2023-07-05","2369E2272311I","69001","E",30.190437
"201","2023-07-03","2369E2230588P","69001","E",30.190437
"202","2023-07-24","2369E2489780N","69001","D",30.190437
"203","2023-07-12","2369E2359494N","69001","D",30.190437
"204","2023-08-29","2369E2854993E","69001","D",30.190437
"205","2023-08-07","2369E2659822P","69001","C",30.190437
"206","2023-07-20","2369E2438117M","69001","D",30.190437
"207","2023-07-10","2369E2329375C","69001","D",30.190437
"208","2023-08-04","2369E2642503M","69001","D",30.190437
"209","2023-07-10","2369E2331067E","69001","C",30.190437
"210","2023-08-07","2369E2666079G","69001","D",30.190437
"211","2023-08-02","2369E2616033K","69001","C",30.190437
"212","2023-07-20","2369E2436667S","69001","F",30.190437
"213","2023-07-04","2369E2244172B","69001","D",30.190437
"214","2023-07-04","2369E2244571K","69001","C",30.190437
"215","2023-07-17","2369E2399655E","69001","D",30.190437
"216","2023-08-02","2369E2617884P","69001","D",30.190437
"217","2023-08-08","2369E2672006F","69001","F",30.190437
"218","2023-08-30","2369E2870524N","69001","D",30.190437
"219","2023-08-22","2369E2785981W","69001","F",30.190437
"220","2023-08-28","2369E2845416V","69001","D",30.190437
"221","2023-07-28","2369E2556781M","69001","C",30.190437
"222","2023-07-19","2369E2431881Q","69001","D",30.190437
"223","2023-07-13","2369E2367175Y","69001","C",30.190437
"224","2023-07-24","2369E2479209Y","69001","F",30.190437
"225","2023-08-17","2369E2749106P","69001","D",30.190437
"226","2023-07-25","2369E2508146X","69001","D",30.190437
"227","2023-07-25","2369E2509171I","69001","E",30.190437
"228","2023-07-19","2369E2432389E","69001","C",30.190437
"229","2023-08-01","2369E2599814P","69001","D",30.190437
"230","2023-08-04","2369E2644158D","69001","C",30.190437
"231","2023-07-10","2369E2325350H","69001","D",30.190437
"232","2023-07-07","2369E2300839O","69001","E",30.190437
"233","2023-07-16","2369E2387676L","69001","C",30.190437
"234","2023-07-31","2369E2577503M","69001","E",30.190437
"235","2023-08-28","2369E2843576B","69001","G",30.190437
"236","2023-07-28","2369E2566082F","69001","C",30.190437
"237","2023-08-07","2369E2666254Z","69001","D",30.190437
"238","2023-07-13","2369E2368752P","69001","D",30.190437
"239","2023-07-07","2369E2293116N","69001","G",30.190437
"240","2023-08-25","2369E2825007W","69001","E",30.190437
"241","2023-07-10","2369E2330912F","69001","G",30.190437
"242","2023-08-28","2369E2843508L","69001","E",30.190437
"243","2023-08-17","2369E2744337E","69001","E",30.190437
"244","2023-08-03","2369E2623137Q","69001","E",30.190437
"245","2023-07-25","2369E2496233S","69001","E",30.190437
"246","2023-08-28","2369E2843573Y","69001","D",30.190437
"247","2023-08-30","2369E2874552L","69001","F",30.190437
"248","2023-08-28","2369E2843563O","69001","E",30.190437
"249","2023-07-25","2369E2501910B","69001","C",30.190437
"250","2023-07-12","2369E2351266B","69001","E",30.190437
"251","2023-08-02","2369E2609832X","69001","C",30.190437
"252","2023-08-29","2369E2856307S","69001","D",30.190437
"253","2023-08-30","2369E2865514V","69001","D",30.190437
"254","2023-07-04","2369E2246879E","69001","E",30.190437
"255","2023-08-28","2369E2843526D","69001","G",30.190437
"256","2023-08-07","2300E2656685H","69001","F",30.190437
"257","2023-08-24","2369E2802835C","69001","D",30.190437
"258","2023-07-31","2369E2589767E","69001","D",30.190437
"259","2023-07-17","2369E2395931Y","69001","E",30.190437
"260","2023-07-12","2369E2350386F","69001","E",30.190437
"261","2023-08-18","2369E2759358X","69001","D",30.190437
"262","2023-08-11","2369E2710634X","69001","F",30.190437
"263","2023-08-21","2369E2770156F","69001","G",30.190437
"264","2023-07-17","2369E2403635G","69001","E",30.190437
"265","2023-07-18","2369E2418464P","69001","E",30.190437
"266","2023-08-29","2369E2852923O","69001","G",30.190437
"267","2023-07-17","2369E2393836J","69001","D",30.190437
"268","2023-07-16","2369E2387962L","69001","D",30.190437
"269","2023-07-25","2369E2502570L","69001","D",30.190437
"270","2023-07-15","2369E2384380R","69001","C",30.190437
"271","2023-08-28","2369E2843585K","69001","E",30.190437
"272","2023-08-30","2369E2865184D","69001","D",30.190437
"273","2023-08-28","2369E2843540R","69001","G",30.190437
"274","2023-07-20","2369E2444956N","69001","G",30.190437
"275","2023-07-18","2369E2415534X","69001","C",30.190437
"276","2023-08-28","2369E2843584J","69001","F",30.190437
"277","2023-07-25","2369E2504086T","69001","E",30.190437
"278","2023-07-31","2369E2578295Y","69001","D",30.190437
"279","2023-07-08","2369E2310241E","69001","C",30.190437
"280","2023-07-01","2369E2219604D","69001","D",30.190437
"281","2023-07-11","2369E2337072D","69001","F",30.190437
"282","2023-07-31","2369E2588460X","69001","G",30.190437
"283","2023-07-26","2369E2515478X","69001","F",30.190437
"284","2023-07-04","2369E2243201S","69001","D",30.190437
"285","2023-07-16","2369E2387886N","69001","D",30.190437
"286","2023-08-08","2369E2670130B","69001","D",30.190437
"287","2023-08-28","2369E2843494X","69001","G",30.190437
"288","2023-08-30","2369E2877447U","69001","E",30.190437
"289","2023-07-08","2369E2310727W","69001","D",30.190437
"290","2023-08-28","2369E2843602B","69001","F",30.190437
"291","2023-08-28","2369E2843569U","69001","F",30.190437
"292","2023-08-16","2369E2732303I","69001","D",30.190437
"293","2023-07-07","2369E2294616F","69001","G",30.190437
"294","2023-08-28","2369E2843503G","69001","G",30.190437
"295","2023-07-24","2369E2485724N","69001","G",30.190437
"296","2023-07-10","2369E2317928V","69001","D",30.190437
"297","2023-07-08","2369E2310415W","69001","D",30.190437
"298","2023-07-14","2369E2381545Q","69001","G",30.190437
"299","2023-07-18","2369E2410861E","69001","D",30.190437
"300","2023-08-28","2369E2843570V","69001","E",30.190437
"301","2023-07-13","2369E2378074D","69001","E",30.190437
"302","2023-07-25","2369E2507555E","69001","F",30.190437
"303","2023-07-17","2369E2398613C","69001","D",30.190437
"304","2023-07-19","2369E2421352R","69001","D",30.190437
"305","2023-07-04","2369E2243278R","69001","D",30.190437
"306","2023-08-28","2369E2843531I","69001","E",30.190437
"307","2023-07-16","2369E2387780L","69001","D",30.190437
"308","2023-07-28","2369E2565846D","69001","E",30.190437
"309","2023-07-05","2369E2259164R","69001","C",30.190437
"310","2023-07-02","2369E2223214Z","69001","D",30.190437
"311","2023-07-17","2369E2396641G","69001","E",30.190437
"312","2023-07-21","2369E2461849G","69001","C",30.190437
"313","2023-08-28","2369E2846742V","69001","F",30.190437
"314","2023-07-04","2369E2241833C","69001","F",30.190437
"315","2023-07-12","2369E2352167S","69001","E",30.190437
"316","2023-07-28","2369E2555126V","69001","F",30.190437
"317","2023-07-22","2369E2472356J","69001","E",30.190437
"318","2023-07-04","2369E2254950P","69001","G",30.190437
"319","2023-08-28","2369E2843589O","69001","F",30.190437
"320","2023-08-21","2369E2773750L","69001","D",30.190437
"321","2023-07-18","2369E2417380X","69001","E",30.190437
"322","2023-08-24","2369E2807862L","69001","D",30.190437
"323","2023-07-26","2369E2517790V","69001","C",30.190437
"324","2023-07-16","2369E2388033E","69001","C",30.190437
"325","2023-07-16","2369E2388048T","69001","D",30.190437
"326","2023-07-02","2369E2224624F","69001","G",30.190437
"327","2023-08-28","2369E2843594T","69001","F",30.190437
"328","2023-07-21","2369E2467620F","69001","F",30.190437
"329","2023-08-18","2369E2756466R","69001","D",30.190437
"330","2023-08-22","2369E2784932N","69001","D",30.190437
"331","2023-07-19","2369E2431364T","69001","D",30.190437
"332","2023-08-22","2369E2777828H","69001","G",30.190437
"333","2023-08-28","2369E2843514R","69001","F",30.190437
"334","2023-08-28","2369E2843548Z","69001","F",30.190437
"335","2023-07-28","2369E2561941Y","69001","C",30.190437
"336","2023-07-18","2369E2409797G","69001","E",30.190437
"337","2023-07-07","2369E2295622X","69001","C",30.190437
"338","2023-07-31","2369E2582456Z","69001","E",30.190437
"339","2023-08-28","2369E2843498B","69001","F",30.190437
"340","2023-08-27","2369E2831705M","69001","D",30.190437
"341","2023-08-24","2369E2814778L","69001","G",30.190437
"342","2023-08-24","2369E2812422V","69001","E",30.190437
"343","2023-07-09","2369E2314487M","69001","G",30.190437
"344","2023-08-25","2369E2825077O","69001","E",30.190437
"345","2023-07-17","2369E2400558X","69001","D",30.190437
"346","2023-07-03","2369E2239085K","69001","D",30.190437
"347","2023-08-28","2369E2843566R","69001","E",30.190437
"348","2023-08-28","2369E2843522Z","69001","E",30.190437
"349","2023-08-18","2369E2758042H","69001","E",30.190437
"350","2023-08-04","2369E2649423Q","69001","D",30.190437
"351","2023-07-26","2369E2528917U","69001","F",30.190437
"352","2023-07-31","2369E2583801S","69001","E",30.190437
"353","2023-07-13","2369E2367793S","69001","F",30.190437
"354","2023-08-16","2369E2732756T","69001","G",30.190437
"355","2023-07-27","2369E2549188L","69001","C",30.190437
"356","2023-08-28","2369E2843724T","69001","E",30.190437
"357","2023-07-11","2369E2335412H","69001","D",30.190437
"358","2023-07-05","2369E2269191I","69001","E",30.190437
"359","2023-07-11","2369E2349731A","69001","D",30.190437
"360","2023-07-25","2369E2501695U","69001","D",30.190437
"361","2023-07-10","2369E2320305G","69001","C",30.190437
"362","2023-07-27","2369E2547816R","69001","E",30.190437
"363","2023-08-28","2369E2843544V","69001","F",30.190437
"364","2023-08-01","2369E2594727Y","69001","D",30.190437
"365","2023-07-17","2369E2390593Q","69001","C",30.190437
"366","2023-08-28","2369E2843582H","69001","E",30.190437
"367","2023-07-06","2369E2287744X","69001","F",30.190437
"368","2023-07-26","2369E2523282B","69001","F",30.190437
"369","2023-07-21","2369E2461723K","69001","D",30.190437
"370","2023-07-13","2369E2371366D","69001","F",30.190437
"371","2023-07-16","2369E2387947W","69001","C",30.190437
"372","2023-08-08","2369E2677985E","69001","E",30.190437
"373","2023-07-04","2369E2241823S","69001","F",30.190437
"374","2023-08-01","2369E2602389Q","69001","F",30.190437
"375","2023-07-12","2369E2351509K","69001","D",30.190437
"376","2023-08-03","2369E2630255K","69001","F",30.190437
"377","2023-07-18","2369E2405410N","69001","E",30.190437
"378","2023-08-21","2369E2766356B","69001","G",30.190437
"379","2023-07-10","2369E2320455A","69001","C",30.190437
"380","2023-07-25","2369E2500969W","69001","E",30.190437
"381","2023-08-28","2369E2843557I","69001","G",30.190437
"382","2023-08-10","2369E2697909M","69001","E",30.190437
"383","2023-07-21","2369E2462433S","69001","C",30.190437
"384","2023-08-22","2369E2782728T","69001","D",30.190437
"385","2023-08-04","2369E2636392L","69001","E",30.190437
"386","2023-07-23","2369E2474916V","69001","E",30.190437
"387","2023-07-06","2369E2279823G","69001","D",30.190437
"388","2023-07-26","2369E2517044D","69001","F",30.190437
"389","2023-08-17","2369E2749190V","69001","D",30.190437
"390","2023-07-16","2369E2387768Z","69001","C",30.190437
"391","2023-08-03","2369E2633235A","69001","F",30.190437
"392","2023-07-13","2369E2377507I","69001","D",30.190437
"393","2023-08-29","2369E2848982Z","69001","G",30.190437
"394","2023-07-05","2369E2260231S","69001","E",30.190437
"395","2023-08-19","2369E2762301C","69001","F",30.190437
"396","2023-08-04","2369E2634920V","69001","G",30.190437
"397","2023-08-28","2369E2843565Q","69001","F",30.190437
"398","2023-07-27","2369E2540178X","69001","C",30.190437
"399","2023-07-13","2369E2379329K","69001","E",30.190437
"400","2023-07-13","2369E2374821A","69001","C",30.190437
"401","2023-07-24","2369E2493013W","69001","F",30.190437
"402","2023-08-28","2369E2843258V","69001","F",30.190437
"403","2023-07-24","2369E2479053Y","69001","D",30.190437
"404","2023-08-02","2369E2618598B","69001","G",30.190437
"405","2023-07-18","2369E2412164H","69001","D",30.190437
"406","2023-07-13","2369E2376283G","69001","C",30.190437
"407","2023-08-28","2369E2845223K","69001","D",30.190437
"408","2023-07-11","2369E2348747E","69001","F",30.190437
"409","2023-07-03","2369E2234824N","69001","G",30.190437
"410","2023-07-28","2369E2562201Y","69001","D",30.190437
"411","2023-07-27","2369E2533746N","69001","C",30.190437
"412","2023-07-25","2369E2496353I","69001","E",30.190437
"413","2023-07-06","2369E2281228H","69001","D",30.190437
"414","2023-07-13","2369E2376654N","69001","G",30.190437
"415","2023-06-29","2369E2199776N","69001","D",28.863102
"416","2023-06-30","2369E2206338X","69001","G",28.863102
"417","2023-06-30","2369E2208903O","69001","C",28.863102
"418","2023-06-29","2369E2198691U","69001","C",28.863102
"419","2023-06-30","2369E2212368V","69001","D",28.863102
"420","2023-06-30","2369E2203035W","69001","E",28.863102
"421","2023-06-29","2369E2184267A","69001","E",28.863102
"422","2023-06-30","2369E2210153Q","69001","D",28.863102
"423","2023-06-30","2369E2209885I","69001","D",28.863102
"424","2023-06-29","2369E2200106F","69001","D",28.863102
"425","2023-06-29","2369E2194420N","69001","E",28.863102
"426","2023-06-29","2369E2193573Y","69001","D",28.863102
"427","2023-06-30","2369E2210451C","69001","D",28.863102
"428","2023-06-30","2369E2215537S","69001","D",28.863102
"429","2023-06-30","2369E2209555Q","69001","E",28.863102
"430","2023-06-30","2369E2205373U","69001","E",28.863102
"431","2023-06-30","2369E2206897K","69001","D",28.863102
"432","2023-06-29","2369E2188201I","69001","E",28.863102
"433","2023-06-30","2369E2215050Z","69001","D",28.863102
"434","2023-06-29","2369E2186138Z","69001","D",28.863102
"435","2023-06-30","2369E2212353G","69001","F",28.863102
"436","2023-06-30","2369E2202447G","69001","D",28.863102
"437","2023-06-29","2369E2200639S","69001","F",28.863102
"438","2023-06-29","2369E2194648H","69001","C",28.863102
"439","2023-06-29","2369E2194402V","69001","C",28.863102
"440","2023-06-29","2369E2196421M","69001","D",28.863102
"441","2023-06-29","2369E2192097E","69001","F",28.863102
"442","2023-06-30","2369E2203925C","69001","D",28.863102
"443","2023-06-29","2369E2200727C","69001","D",28.863102
"444","2023-06-29","2369E2200156D","69001","F",28.863102
"445","2023-06-29","2369E2195067K","69002","D",27.868359
"446","2023-06-30","2369E2209870T","69002","D",27.868359
"447","2023-06-29","2369E2187742R","69002","D",27.868359
"448","2023-06-29","2369E2187060L","69002","C",27.868359
"449","2023-06-30","2369E2204208Z","69002","D",27.868359
"450","2023-06-30","2369E2209373Q","69002","D",27.868359
"451","2023-06-30","2369E2214575S","69002","E",27.868359
"452","2023-06-29","2369E2186761Y","69002","D",27.868359
"453","2023-06-30","2369E2214203K","69002","E",27.868359
"454","2023-06-29","2369E2190463I","69002","C",27.868359
"455","2023-06-30","2369E2201988P","69002","D",27.868359
"456","2023-06-29","2369E2198410Z","69002","C",27.868359
"457","2023-06-30","2369E2203908L","69002","D",27.868359
"458","2023-06-29","2369E2188028R","69002","D",27.868359
"459","2023-06-30","2369E2207090V","69002","E",27.868359
"460","2023-06-29","2369E2194399S","69002","E",27.868359
"461","2023-06-30","2369E2211213K","69002","D",27.868359
"462","2023-06-30","2369E2214282L","69002","D",27.868359
"463","2023-06-30","2369E2213290H","69002","D",27.868359
"464","2023-06-29","2369E2198936F","69002","F",27.868359
"465","2023-06-30","2369E2202692R","69002","C",27.868359
"466","2023-06-30","2369E2214086X","69002","E",27.868359
"467","2023-06-29","2369E2199121I","69002","D",27.868359
"468","2023-06-30","2369E2211543C","69002","E",27.868359
"469","2023-06-30","2369E2202544Z","69002","C",27.868359
"470","2023-06-30","2369E2203554V","69002","E",27.868359
"471","2023-06-29","2369E2196164P","69002","D",27.868359
"472","2023-06-30","2369E2207966N","69002","E",27.868359
"473","2023-08-04","2369E2648759C","69002","C",26.983139
"474","2023-08-04","2369E2648788F","69002","C",26.983139
"475","2023-08-04","2369E2648776T","69002","C",26.983139
"476","2023-08-04","2369E2648791I","69002","C",26.983139
"477","2023-08-04","2369E2648793K","69002","D",26.983139
"478","2023-08-04","2369E2648797O","69002","C",26.983139
"479","2023-08-04","2369E2648769M","69002","C",26.983139
"480","2023-08-04","2369E2648752V","69002","C",26.983139
"481","2023-08-04","2369E2648792J","69002","C",26.983139
"482","2023-08-04","2369E2648798P","69002","C",26.983139
"483","2023-08-04","2369E2648754X","69002","C",26.983139
"484","2023-08-04","2369E2648753W","69002","C",26.983139
"485","2023-08-04","2369E2648771O","69002","C",26.983139
"486","2023-08-04","2369E2648746P","69002","D",26.983139
"487","2023-08-04","2369E2648799Q","69002","C",26.983139
"488","2023-08-04","2369E2648782Z","69002","C",26.983139
"489","2023-08-04","2369E2648751U","69002","C",26.983139
"490","2023-08-04","2369E2648787E","69002","C",26.983139
"491","2023-07-27","2369E2545729K","69002","C",26.983139
"492","2023-08-04","2369E2648775S","69002","C",26.983139
"493","2023-08-04","2369E2648780X","69002","C",26.983139
"494","2023-08-01","2369E2600612H","69002","D",26.983139
"495","2023-08-02","2369E2615094H","69002","F",26.983139
"496","2023-07-31","2369E2589314T","69002","F",26.983139
